AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,Duration,dur_hh,dur_mm,dur_ss,seq_duration_SS,seq_duration_hh_mm_ss,Corpus,PBCore URL,AAPB URL,SonyCi ID,Filename,Source Org,Media Type,Title,Description,Genre,Creators,Source Format,Date Type,Date
cpb-aacip/37-01bk3m5s,Significant speaker voice,"Gore, Al",00:16:30,00:18:13,,,,,479275,133:07:55,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_27-cr5n873977.pbcore,http://americanarchive.org/catalog/cpb-aacip_27-cr5n873977,477c302c592d496ca997c74d63e0e035,cpb-aacip-27-cr5n873977__WYSO_PA_432A_.mp3,http://americanarchiveinventory.org,Title,"William F Buckley, Jr. and Dr. Giovanni Costigan Debate, University of
    Washington, Seattle, Washington (Part A)","William F. Buckley, Jr. and Dr. Giovanni Costigan held a debate at the University of Washington in Seattle, Washington on November 11, 1971. The event was held at the Hec Edmundson Pavilion with over 8,000 people in attendance. For two and half hours, they debated the subject of U.S. foreign policy in Southeast Asia.<br /> William F. Buckley, Jr. (November 24, 1925-February 27, 2008) was a conservative political author and commentator. In 1951, he graduated from Yale University where he studied political science, history and economics. He founded the National Review in 1955 and wrote a syndicated column called On the Right in 1962. Buckley was most recognized for his weekly PBS show Firing Line that first aired in 1966.<br /> Giovanni Costigan (1905-1985) was a critic of the U.S. involvement in the Vietnam War. He earned his PhD from the University of Wisconsin-Madison. In 1934, he accepted a position in the history department at the University of Washington where he taught Irish and English history.<br /> This audio recording PA 432 A is continued on audio recording PA 432 B.",Debate,,Digital,,
cpb-aacip/37-01bk3m5s,Significant speaker voice,"Gore, Al",00:50:57,00:52:36,,,,,479275,133:07:55,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_27-m901z42b2w.pbcore,http://americanarchive.org/catalog/cpb-aacip_27-m901z42b2w,9eeef5f8d1fa4a9f95759faefe94be12,cpb-aacip-27-m901z42b2w__WYSO_PA_432B_.mp3,WYSO FM 91.3 Public Radio; CONTENTdm Version 5.1.0; http://www.contentdm.com,Title,"William F Buckley, Jr. and Dr. Giovanni Costigan Debate, University of
    Washington, Seattle, Washington (Part B)","William F. Buckley, Jr. and Dr. Giovanni Costigan held a debate at the University of Washington in Seattle, Washington on November 11, 1971. The event was held at the Hec Edmundson Pavilion with over 8,000 people in attendance. For two and half hours, they debated the subject of U.S. foreign policy in Southeast Asia. William F. Buckley, Jr. (November 24, 1925-February 27, 2008) was a conservative political author and commentator. In 1951, he graduated from Yale University where he studied political science, history and economics. He founded the National Review in 1955 and wrote a syndicated column called ""On the Right"" in 1962. Buckley was most recognized for his weekly PBS show ""Firing Line"" that first aired in 1966. Giovanni Costigan (1905-1985) was a critic of the U.S. involvement in the Vietnam War. He earned his PhD from the University of Wisconsin-Madison. In 1934, he accepted a position in the history department at the University of Washington where he taught Irish and English history. This program was produced by KRAB in 1971, at which time it was broadcast on KRAB. Later the program was circulated to community stations around the country participating in the ""KRAB Nebula"" program exchange.",Debate,,Digital,,
cpb-aacip/37-53wstxn5,Significant speaker voice,"Gore, Al",00:06:38,00:08:29,00:30:00,0.0,59.0,10.0,482825,134:07:05,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_221-55z61d2j.pbcore,http://americanarchive.org/catalog/cpb-aacip_221-55z61d2j,5a559cc13eab4880b79dde884525caa6,cpb-aacip-221-55z61d2j.h264.mp4,,Program,,Jim Cooper interviews William F. Buckley,Talk Show,"OrderedDict([(u'creator', u'Ratner, Harry'), (u'creatorRole', u'Director')])",VHS,,
cpb-aacip/37-53wstxn5,Significant speaker voice,"Gore, Al",00:44:30,00:47:06,00:00:00,,,,482825,134:07:05,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_80-58pc8v4t.pbcore,http://americanarchive.org/catalog/cpb-aacip_80-58pc8v4t,da44c2ed05774e3eb4944cabafbb8612,cpb-aacip-80-58pc8v4t.mp3,pbcore XML database UUID,Series,,"10:05-10:35 NAHUM KAZIEV HELPED FOUND THE EDUCATIONAL CENTER FOR RUSSIAN
    JEWERY IN REGO PARK 10:05-10:35 MANUEL MARTOS EXECUTIVE DIRECTOR OF THE
    NORTHERN MANHATTAN COUNCIL ON IMMIGRANTS RIGHTS BUCKLEYS LEXICON 11:05-11:30
    WILLIAM F. BUCKLEY AUTHOR HALS BIRTHDAY 11:30-12:00 DAVID G. STORK EDITOR,
    CHIEF SCIENTIST OF THE RICOH CALIFORNIA RESEARCH CENTER AND HEAD OF ITS
    MACHINE LEARNING AND PERCEPTION GROUP AS WELL AS CONSULTING ASSOCIATE
    PROFESSOR OF ELECTRICAL ENGINEERING AND VISITING SCHOLAR IN PSYCHOLOGY AT
    STANFORD UNIVERSITY HALS LEGACY: 2001S COMPUTER AS DREAM AND REALITY",Talk Show,,F1 Beta tape,,
cpb-aacip/37-02q575v3,Significant speaker voice,"Gore, Al",00:08:42,00:09:54,00:28:44,1.0,0.0,20.0,486445,135:07:25,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-tb0xv038.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-tb0xv038,d1669e88f9264deaa9c61713157c37bd,cpb-aacip-500-tb0xv038.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns,
    and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal,
    Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and
    others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/37-02q575v3,Significant speaker voice,"Gore, Al",00:10:35,00:13:37,00:30:00,,,,486445,135:07:25,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_55-03228rjv.pbcore,http://americanarchive.org/catalog/cpb-aacip_55-03228rjv,6e83543d946e4a978db27670725af11d,cpb-aacip-55-03228rjv.h264.mp4,,Series,,Gore Vidal?Alice Malashenko,Magazine,,3/4 inch videotape,,
cpb-aacip/37-02q575v3,Significant speaker voice,"Gore, Al",00:48:45,00:51:38,00:30:00,,,,486445,135:07:25,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_55-708wbcv9.pbcore,http://americanarchive.org/catalog/cpb-aacip_55-708wbcv9,f1e3624c85084334a966c732ef679fee,cpb-aacip-55-708wbcv9.h264.mp4,,Series,,Gore Vidal?Foster Grandparents?Narsai David,Magazine,,3/4 inch videotape,,
cpb-aacip/37-20fttjcv,Significant speaker voice,"Gore, Al",00:12:50,00:13:56,00:28:50,1.0,1.0,59.0,490164,136:09:24,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_500-0c4snq7n.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-0c4snq7n,75867f0617fe45d8a1314b4a56fa4831,cpb-aacip-500-0c4snq7n.mp3,University of Maryland,Program,,"Discussion of the current American theatre: its values, beliefs, patterns, and problems. Participants include Arthur Miller, Eric Bentley, Gore Vidal, Brooks Atkinson, Cyril Ritchard, Clinton Wilder, Tennessee Williams and others.",Literature,"[OrderedDict([(u'creator', u'University of Minnesota'), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'KUOM radio, Minneapolis'), ('#text', u'KUOM')]))])]",1/4 inch audio tape,,
cpb-aacip/37-20fttjcv,Significant speaker voice,"Gore, Al",00:14:27,00:15:37,00:59:35,,,,490164,136:09:24,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_75-97xksxvd.pbcore,http://americanarchive.org/catalog/cpb-aacip_75-97xksxvd,482f732f099b4474895822badb0b2f96,cpb-aacip-75-97xksxvd.h264.mp4,http://americanarchiveinventory.org,Series,,"The Secretary of State discussed various aspects of U.S. foreign policy -- detente, defense, relations with Europe and developing countries - and his views on America's changing role in the world.",Global Affairs,,3/4 inch videotape: U-matic,,
cpb-aacip/37-20fttjcv,Significant speaker voice,"Gore, Al",00:24:39,00:27:08,0:01:08,,,,490164,136:09:24,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_43-db7vm4355v.pbcore,http://americanarchive.org/catalog/cpb-aacip_43-db7vm4355v,b8fdfdd08ebd4991924b6128fd916cbf,cpb-aacip-43-db7vm4355v__10351857_.mp3,MPR System ID,Series,,Audio of Secretary of State Henry Kissinger speaking. Short discussion of viewpoint that peace should not be a unilateral undertaking by whatever the politics of the administration in charge. [DMA import part of AAPP grant],News,,Digital,,
cpb-aacip/37-289gj28q,Significant speaker voice,"Gore, Al",00:18:09,00:19:54,00:43:17,1.0,1.0,51.0,493875,137:11:15,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-354f519x.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-354f519x,a7157874d0cc44f394ba8934d561de83,cpb-aacip-15-354f519x.mp3,MARS Source Creation Order,Series,,No description available,Global Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/37-289gj28q,Significant speaker voice,"Gore, Al",00:25:05,00:26:42,00:04:25:00,,,,493875,137:11:15,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-gt5fb4wt44.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-gt5fb4wt44,b32e21040b624a14bdf43613472968ef,cpb-aacip-15-gt5fb4wt44__barcode50351_clip3_.h264.mp4,IMPORT_ID,Series,,Footage of press conference held by Henry Kissinger where he talks about United States foreign policy.,Global Affairs,,Digital,,
cpb-aacip/37-289gj28q,Significant speaker voice,"Gore, Al",00:47:13,00:49:06,0:00:52,,,,493875,137:11:15,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_43-dn3zs2km94.pbcore,http://americanarchive.org/catalog/cpb-aacip_43-dn3zs2km94,62fbe7ac3b65429f9e9aa7b1b748e738,cpb-aacip-43-dn3zs2km94__10351910_.mp3,MPR System ID,Series,,"Secretary of State Henry Kissinger puts forth the intent of the United States in the Cold War world of the 1970s, including his philosophy on the basis and meaning of detente with the Soviet Union. [DMA import part of AAPP grant]",News,,Digital,,
cpb-aacip/37-816m992s,Significant speaker voice,"Gore, Al",00:06:18,00:08:57,00:13:44,1.0,1.0,53.0,497588,138:13:08,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-483j9x15.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-483j9x15,a5ec27a891754483b834e30a11ab6d80,cpb-aacip-15-483j9x15.mp3,MARS Source Creation Order,Series,,Henry Kissinger and BBC newscast,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/37-816m992s,Significant speaker voice,"Gore, Al",00:12:35,00:13:53,00:58:50:00,,,,497588,138:13:08,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_41-82x3g180.pbcore,http://americanarchive.org/catalog/cpb-aacip_41-82x3g180,8f5fc629e4da464aacc13979b76c5c38,cpb-aacip-41-82x3g180.h264.mp4,SCETV SeriesCode,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'MIMI'), (u'creatorRole', u'Director')])",Betacam Digital (Digi Beta),,
cpb-aacip/37-816m992s,Significant speaker voice,"Gore, Al",00:35:21,00:36:57,01:00:00?,,,,497588,138:13:08,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_81-54xgxkfj.pbcore,http://americanarchive.org/catalog/cpb-aacip_81-54xgxkfj,69475ad8a73f485ca350355642e10c4f,cpb-aacip-81-54xgxkfj.h264.mp4,http://americanarchiveinventory.org,Program,Woman/Joffrey Ballet,"""Woman"" 12/5/74 S. Elkie & guest Gloria Steinem 30m. Joffrey Ballet: Live From Artpark 07/23/79",Women,,VHS,,
cpb-aacip/37-182jm9kk,Significant speaker voice,"Gore, Al",00:16:42,00:19:50,00:32:34,1.0,1.0,40.0,501288,139:14:48,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_504-251fj29t36.pbcore,http://americanarchive.org/catalog/cpb-aacip_504-251fj29t36,e7e9c37466a6475398ffe7bb1d06054b,cpb-aacip-504-251fj29t36.h264.mp4,Tape Number,Series,,Gloria Steinem,Performing Arts,,HDCAM,,
cpb-aacip/37-182jm9kk,Significant speaker voice,"Gore, Al",00:32:12,00:33:47,00:30:00?,,,,501288,139:14:48,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_81-36547j83.pbcore,http://americanarchive.org/catalog/cpb-aacip_81-36547j83,6308b2c2e9364f06b2626ea7e2d85544,cpb-aacip-81-36547j83.h264.mp4,WNED,Series,,"OrderedDict([(u'@descriptionType', u'Episode'), ('#text', u'This special hour-long episode features a previously filmed section where\n    essayist and author Simone de Beauvoir is interviewed by her friend, Dorothy\n    Tennov, who is a professor of psychology at the University of Bridgeport.\n    After watching the interview, Elizabeth Janeyway and Gloria Steinem discuss\n    what Simone de Beauvoir has said. Gloria Steinem is a prominent American\n    feminist and writer. She is founder and editor of Ms. Magazine. Elizabeth\n    Janeway is a much-praised prominent American writer. There is are some audio\n    problems throughout the recording.')])",Talk Show,"[OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'   WNED Buffalo'), ('#text', u'Elkin, Sandra')])), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'   WNED Buffalo'), ('#text', u'George, Will')])), (u'creatorRole', u'Director')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'   WNED Buffalo'), ('#text', u'Balfour Films')])), (u'creatorRole', u'Producer')]), OrderedDict([(u'creator', OrderedDict([(u'@affiliation', u'   WNED Buffalo'), ('#text', u'Humphreys, Dodo')])), (u'creatorRole', u'Director')])]",3/4 inch videotape,,
cpb-aacip/37-182jm9kk,Significant speaker voice,"Gore, Al",00:49:23,00:50:59,00:59:02,,,,501288,139:14:48,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-7634tvnx.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-7634tvnx,ba13a825a3f64d0ea470ddeb4512eb3c,cpb-aacip-305-7634tvnx.mp3,SCUA,Series,,"Selected proceedings from the Lesbian Feminist Dialogue conference, about the relationship of feminism and lesbianism and the tensions between straight and lesbian feminists.",Event Coverage,,1/4 inch audio tape,,
cpb-aacip/37-945qg5px,Significant speaker voice,"Gore, Al",00:09:51,00:11:31,0:03:39,1.0,0.0,3.0,504891,140:14:51,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_43-x05x63bm5r.pbcore,http://americanarchive.org/catalog/cpb-aacip_43-x05x63bm5r,f2e31cc21646419b80bd38dd4256ca40,cpb-aacip-43-x05x63bm5r__10185517_.mp3,MPR System ID,Series,,"Gloria Steinem speech excerpt where she talks about women and reproductive freedom, birth control, and women on welfare. Two tracks; the first runs 2:32, second runs 1:01. [DMA import part of AAPP grant]",News,,Digital,,
cpb-aacip/37-945qg5px,Significant speaker voice,"Gore, Al",00:20:17,00:22:02,0:03:10,,,,504891,140:14:51,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_43-bn9x05xk9b.pbcore,http://americanarchive.org/catalog/cpb-aacip_43-bn9x05xk9b,f93a0224a53f488d89387e1fc9c324ee,cpb-aacip-43-bn9x05xk9b__10343057_.mp3,MPR System ID,Series,,"Steinem talks about study of children 3 and 4 years old to determine how young children are when they?re socialized into gender roles. The contrast of boys? and girls? answers indicates societal role and restrictions. Women have a whole person inside trying to get out. In a group women may feel odd to be by themselves, may miss the validating magical presence of a man, but what they are really missing is not a man but the rest of themselves, all the strength, courage, aggression, ambition and qualities that are in them but we have never been able to develop. It's exciting and frightening at the same time to figure out who they really are. There?s no turning back, they are free to consider who they are as individuals without crippling stereotypes of sex and race.[DMA import part of AAPP grant]",News,,Digital,,
cpb-aacip/37-945qg5px,Significant speaker voice,"Gore, Al",00:53:20,00:55:33,0:05:17,,,,504891,140:14:51,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_43-8w3804xv6k.pbcore,http://americanarchive.org/catalog/cpb-aacip_43-8w3804xv6k,92be8f4b8e284c9cbc1335cf3b8e5b34,cpb-aacip-43-8w3804xv6k__10258569_.mp3,MPR System ID,Series,,Gloria Steinem speaks at a DFL forum on the changing role for women. She's interested in what's going on in small cities and towns. Her biggest concern is the large amounts of mail that she receives from women asking for help. **note** sound quality is poor [DMA import part of AAPP grant],News,,Digital,,
cpb-aacip/75-81wdc17f,Significant speaker voice,"King, Martin Luther",00:03:37,00:04:52,00:30:00:00?,0.0,53.0,0.0,508071,141:07:51,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_153-547pvvgh.pbcore,http://americanarchive.org/catalog/cpb-aacip_153-547pvvgh,c37a0513b8574c07a93a5bde6e8a3a1c,cpb-aacip-153-547pvvgh.h264.mp4,OPB Archive,Series,,"This news report by Lee Hochberg looks at the debate over whether farm-raised salmon is safe to eat. A recent scientific study claimed eating farmed salmon carried a much greater risk of developing cancer compared to wild salmon. Interviews with scientists, shoppers and vendors offer insight into the controversy.",Business,,Betacam Digital (Digi Beta),,
cpb-aacip/75-81wdc17f,Significant speaker voice,"King, Martin Luther",00:05:00,00:06:50,00:30:00:00?,,,,508071,141:07:51,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_153-11xd2946.pbcore,http://americanarchive.org/catalog/cpb-aacip_153-11xd2946,6b80947026d34e98860a0dd2a6a95dc5,cpb-aacip-153-11xd2946.h264.mp4,OPB Archive,Series,,"This news report investigates a recent and dramatic increase in the price of natural gas. Reporter Lee Hochberg interviews utility workers, customers and industry experts to understand the potential causes.",Economics,,Betacam SP,,
cpb-aacip/75-81wdc17f,Significant speaker voice,"King, Martin Luther",00:09:09,00:09:30,00:30:00:00?,,,,508071,141:07:51,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_153-2908kvf6.pbcore,http://americanarchive.org/catalog/cpb-aacip_153-2908kvf6,059c12a2e9894360b3457efd60d35a1e,cpb-aacip-153-2908kvf6.h264.mp4,OPB Archive,Series,,This news report covers a recent announcement by the US Post Office to both raise the price of stamps and possibly end Saturday service. Lee Hochberg interviews local businesspeople and postal workers to see the benefits and disadvantages of these proposed changes.,Business,,Betacam Digital (Digi Beta),,
cpb-aacip/75-81wdc17f,Significant speaker voice,"King, Martin Luther",00:10:11,00:11:01,00:00:00,,,,508071,141:07:51,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_80-16pzh6gm.pbcore,http://americanarchive.org/catalog/cpb-aacip_80-16pzh6gm,9472ee008bd049159d6fa29a5be9cfbd,cpb-aacip-80-16pzh6gm.mp3,pbcore XML database UUID,Series,,"10:05-10:50 ROGER ROSENBLATT AUTHOR COMING APART: A MEMOIR OF THE HARVARD
    WARS (Little Brown) 11:05-11:40 JIM LEHRER HOST OF THE JIM LEHRER NEWS HOUR
    AND AUTHOR WHITE WIDOW (RANDOM HOUSE) 11:40-12:00 JOHN MARKS PRESIDENT OF
    SEARCH FOR COMMON GROUND",Talk Show,,F1 Beta tape,,
